Wall time,Step,Value
1733742652.7563305,4299,0.2618780732154846
1733742662.251315,4349,0.26155659556388855
1733742671.7263381,4399,0.26108163595199585
1733742681.2149742,4449,0.2608131468296051
1733742690.71894,4499,0.2602981626987457
1733742700.2186763,4549,0.2603062391281128
1733742709.7148283,4599,0.2595655024051666
1733742719.2213788,4649,0.2592366635799408
1733742728.7175653,4699,0.2583334147930145
1733742738.2118082,4749,0.2573937177658081
1733742747.711472,4799,0.25695377588272095
1733742757.2051125,4849,0.2564869225025177
1733742766.6892312,4899,0.2560502290725708
1733742776.186581,4949,0.2553412914276123
1733742785.6855996,4999,0.25487589836120605
1733742795.186214,5049,0.3545848488807678
1733742804.7020423,5099,0.253979355096817
1733742814.2019198,5149,0.2536045014858246
1733742823.7061038,5199,0.25312450528144836
1733742833.2057126,5249,0.2528306245803833
1733742842.7121272,5299,0.2524036765098572
1733742899.3925433,5349,0.2439129650592804
1733742909.0336025,5399,0.2385861724615097
1733742918.681476,5449,0.2315765917301178
1733742928.3212552,5499,0.2292245775461197
1733742937.96709,5549,0.22628773748874664
1733742947.6051316,5599,0.22127997875213623
1733742957.2537327,5649,0.21989698708057404
1733742966.887124,5699,0.2241360992193222
1733742976.518192,5749,0.22385866940021515
1733742986.141018,5799,0.22336943447589874
1733742995.763998,5849,0.22393512725830078
1733743005.39175,5899,0.22377312183380127
1733743015.0037065,5949,0.2225673794746399
1733743024.6191034,5999,0.2220458984375
1733743034.238682,6049,0.22230590879917145
1733743043.8607206,6099,0.2219311147928238
1733743053.48478,6149,0.221188485622406
1733743063.1088142,6199,0.22126324474811554
1733743072.7281437,6249,0.22119520604610443
1733743082.3518279,6299,0.22020110487937927
1733743091.9847343,6349,0.31959081292152405
1733743101.6171587,6399,0.21950238943099976
1733743111.2639666,6449,0.21944311261177063
1733743120.8880308,6499,0.21883082389831543
1733743130.5023386,6549,0.21873268485069275
1733743140.125234,6599,0.2185553014278412
1733743149.74266,6649,0.21876779198646545
1733743159.3695033,6699,0.21852238476276398
1733743168.986968,6749,0.21777917444705963
1733743178.603841,6799,0.21776242554187775
1733743188.2249599,6849,0.21771785616874695
1733743197.847848,6899,0.21730682253837585
1733743207.46534,6949,0.2169102430343628
1733743217.0813828,6999,0.2168450653553009
1733743226.7066996,7049,0.21690650284290314
1733743236.343252,7099,0.216373011469841
1733743245.971184,7149,0.11602922677993774
1733743255.6051395,7199,0.2156061977148056
1733743265.2545238,7249,0.21538573503494263
1733743274.8981433,7299,0.21501325070858002
1733743284.525443,7349,0.21454839408397675
1733743294.152379,7399,0.2139883190393448
1733743303.7832615,7449,0.2138807475566864
1733743313.4047568,7499,0.21422655880451202
1733743323.0410588,7549,0.2144126296043396
1733743332.680762,7599,0.2139892280101776
1733743342.327646,7649,0.2136535346508026
1733743351.963573,7699,0.21348457038402557
1733743361.5912561,7749,0.21299561858177185
1733743371.2313037,7799,0.21301153302192688
1733743380.8654785,7849,0.21298697590827942
1733743390.5138,7899,0.21303215622901917
1733743400.1550007,7949,0.213002011179924
1733743409.7875934,7999,0.212666317820549
